,pair_id,id_1,id_2,text_1,text_2,is_paraphrase
4006,4336,3545,7587,"['дело', 'о', 'убийство', 'в', 'петербург', 'замглавы', 'тверской', 'полиция', 'раскрыть']","['задержать', 'подозревать', 'в', 'убийство', 'замглавы', 'тверской', 'полиция']",0
4007,4337,3430,7499,"['в', 'москва', 'побить', 'температурный', 'рекорд', 'ноябрь']","['в', 'москва', 'побить', 'температурный', 'рекорд', '1922', 'год']",0
4008,4338,3647,7698,"['николас', 'мадурый', 'на', 'год', 'наделить', 'особый', 'полномочие']","['мадурый', 'получить', 'особый', 'полномочие', 'срок', 'на', 'год']",1
4009,4339,3431,7494,"['следствие', 'по', 'дело', 'касаться', 'а.сердюков', 'продлить', 'до', '2014г']","['по', 'дело', 'сердюков', 'продлить', 'срок', 'следствие']",0
4010,4340,3432,7491,"['в', 'ирландия', 'провести', 'референдум', 'о', 'легализация', 'гея-брак']","['ирландия', 'провести', 'референдум', 'о', 'гей-брак']",0
4011,4341,3433,7506,"['в', 'гореть', 'ограбить', 'офис', 'партия', 'м.саакашвили']","['в', 'грузия', 'ограбить', 'офис', 'партия', 'саакашвили']",1
4012,4342,3434,7501,"['духовный', 'наставник', '``', 'зенит', ""''"", 'заочно', 'арестовать', 'за', 'педофилия']","['духовный', 'наставник', 'зенит', 'арестовать', 'за', 'педофилия']",0
4013,4343,3435,7497,"['самолёт', 'из', 'ижевск', 'с', 'сломать', 'шасси', 'приземлиться', 'в', 'домодедово']","['в', 'домодедово', 'аварийный', 'сесть', 'самолёт']",0
4014,4344,3436,7496,"['на', 'новый', 'станция', 'московский', 'метро', 'сломаться', 'поезд']","['платный', 'парковка', 'внутри', 'садовый', 'кольцо', 'москва', 'ввести', 'к', 'новый', 'год']",-1
4015,4345,3437,7498,"['обыск', 'в', 'смоленск', 'банк', 'закончиться', 'арест']","['по', 'итог', 'обыск', 'в', 'смоленск', 'банк', 'задержать', 'один', 'сотрудник']",0
4016,4346,3438,7493,"['колумбия', 'российский', 'ввс', 'вторгнуться', 'в', 'воздушный', 'пространство', 'страна']","['колумбия', 'обвинить', 'россия', 'в', 'нарушение', 'воздушный', 'пространство']",1
4017,4347,3439,7495,"['жертва', 'серия', 'взрыв', 'у', 'здание', 'компартия', 'китай', 'стать', 'один', 'человек']","['у', 'здание', 'провинциальный', 'комитет', 'компартия', 'китай', 'произойти', 'серия', 'взрыв']",-1
4018,4348,3718,7776,"['совет', 'федерация', 'одобрить', 'создание', '``', 'суперсуд', ""''""]","['совет', 'федерация', 'одобрить', 'объединение', 'судно']",0
4019,4349,3719,7771,"['варшава', 'отказаться', 'платить', 'за', 'разгром', 'российский', 'посольство']","['варшава', 'отказаться', 'возмещать', 'ущерб', 'от', 'нападение', 'на', 'российский', 'посольство']",1
4020,4350,3648,7707,"['в', 'мвд', 'объяснить', 'причина', 'обыск', 'в', 'мастер-банк']","['в', 'мвд', 'назвать', 'причина', 'обыск', 'в', 'мастер-банк']",1
4021,4351,3720,7784,"['екатеринбург', 'проиграть', 'дубай', 'в', 'борьба', 'за', 'право', 'принять', 'экспо-2020']","['екатеринбург', 'проиграть', 'дубай', 'в', 'борьба', 'за', 'экспо-2020']",1
4022,4352,3440,7507,"['петербургский', 'священник', 'прокомментировать', 'обвинение', 'в', 'педофилия']","['священник', 'грозовский', 'отвергнуть', 'обвинение', 'в', 'педофилия']",0
4023,4353,3721,7777,"['``', 'роснефть', ""''"", 'отказаться', 'от', 'лицензия', 'в', 'красноярский', 'край']","['красноярский', 'край', 'превзойти', 'россия', 'по', 'рост', 'промпроизводство', 'в', '52', 'раз']",-1
4024,4355,3649,7703,"['самый', 'сексуальный', 'мужчина', 'по', 'версия', 'people', 'жениться', 'на', 'модель']","['журнал', 'people', 'назвать', 'сам', 'сексуальный', 'мужчина', 'планета']",0
4025,4357,3724,7772,"['демонтаж', '``', 'чемодан', ""''"", 'louis', 'vuitton', 'на', 'красный', 'площадь', 'пока', 'не', 'начаться']","['гум', 'отказаться', 'от', 'чемодан', 'louis', 'vuitton', 'на', 'красный', 'площадь']",0
4026,4358,3725,7779,"['прокурор', 'представить', 'доказательство', 'вина', '``', 'узник', 'болотный', ""''""]","['прокурор', 'представить', 'доказательство', 'вина', 'фигурант', 'болотный', 'дело']",1
4027,4359,3726,7773,"['первый', 'напечатать', 'в', 'сша', 'книга', 'уйти', 'с', 'молоток', 'за', '14', 'млн', 'долл']","['первый', 'напечатать', 'в', 'сша', 'книга', 'продать', 'за', 'рекордный', 'цена']",0
4028,4360,3650,7701,"['правозащитник', 'подготовить', 'коллективный', 'иск', 'к', 'общественный', 'палата']","['правозащитник', 'подать', 'в', 'суд', 'на', 'общественный', 'палата']",0
4029,4362,3651,7711,"['в', 'сша', 'казнить', 'несостоявшийся', 'убийца', 'порномагнат', 'ларри', 'флинт']","['в', 'сша', 'казнить', 'несостоявшийся', 'убийца', 'ларри', 'флинт']",1
4030,4363,3727,7785,"['в', 'бразилия', 'частично', 'обрушиться', 'стадион', 'открытие', 'чм-2014']","['в', 'сан-паулу', 'частично', 'обрушиться', 'стадион', 'открытие', 'чм-2014']",0
4031,4365,3729,7775,"['поймать', 'вербовщик', 'задержать', 'в', 'москва', 'отряд', 'экстремист']","['в', 'москва', 'задержать', 'экстремист', 'с', 'взрывчатка']",-1
4032,4366,3652,7706,"['спасатель', 'наслать', 'потерянный', 'речевой', 'самописец', 'разбиться', 'boeing']","['найти', 'речевой', 'самописец', 'с', 'разбиться', 'в', 'казань', 'боинг']",0
4033,4367,3653,7704,"['в', 'махачкала', 'уничтожить', 'главный', 'организатор', 'теракт', 'в', 'волгоград']","['в', 'махачкала', 'уничтожить', 'сообщник', 'организатор', 'волгоградский', 'теракт']",0
4034,4368,3730,7775,"['в', 'москва', 'задержать', 'исламский', 'экстремист', 'с', 'оружие', 'и', 'взрывчатка']","['в', 'москва', 'задержать', 'экстремист', 'с', 'взрывчатка']",0
4035,4369,3730,7778,"['в', 'москва', 'задержать', 'исламский', 'экстремист', 'с', 'оружие', 'и', 'взрывчатка']","['в', 'москва', 'задержать', '15-й', 'член', 'группа', 'экстремист']",-1
4036,4370,3654,7700,"['сми', 'фигурант', 'дело', 'о', 'хищение', 'маткапитал', 'признать', 'свой', 'вина']","['фигурант', 'дело', 'о', 'хищение', 'материнский', 'капитал', 'признать', 'свой', 'вина']",1
4037,4371,3441,7496,"['в', 'башкирия', 'с', '2014', 'год', 'ипподром', 'освободить', 'от', 'уплата', 'налог', 'на', 'имущество']","['платный', 'парковка', 'внутри', 'садовый', 'кольцо', 'москва', 'ввести', 'к', 'новый', 'год']",-1
4038,4372,3655,7699,"['нацбола', 'закидать', 'дымовой', 'шашка', 'посольство', 'нидерланды', 'в', 'лондон']","['посольство', 'нидерланды', 'в', 'лондон', 'закидать', 'файер']",0
4039,4373,3731,7783,"['в', 'петербург', 'инкассатор', 'ограбить', 'прямо', 'на', 'кад']","['в', 'петербург', 'инкассатор', 'ограбить', 'на', '150', 'миллион', 'рубль']",0
4040,4374,3732,7781,"['спбгу', 'запрещать', 'учёный', 'выступать', 'публично', 'и', 'давать', 'интервью']","['преподаватель', 'спбгу', 'запретить', 'давать', 'интервью', 'без', 'разрешение']",0
4041,4376,3548,7623,"['турецкий', 'женщина', 'разрешить', 'заседать', 'в', 'парламент', 'в', 'брюки']","['турчанка', 'разрешить', 'заседать', 'в', 'парламент', 'в', 'брюки']",1
4042,4377,3549,7609,"['пентагон', 'отказаться', 'от', 'закупка', 'ми-17', 'у', 'россия']","['пентагон', 'отказаться', 'от', 'новый', 'закупка', 'российский', 'вертолёт']",0
4043,4378,3656,7706,"['на', 'место', 'крушение', '``', 'боинга-737', ""''"", 'наслать', 'кассета', 'с', 'запись', 'разговор', 'экипаж']","['найти', 'речевой', 'самописец', 'с', 'разбиться', 'в', 'казань', 'боинг']",0
4044,4379,3442,7504,"['в', 'пермь', 'проходить', 'выборы', 'президент', 'таджикистан']","['выборы', 'президент', 'таджикистан', 'признать', 'состояться']",0
4045,4380,3442,7505,"['в', 'пермь', 'проходить', 'выборы', 'президент', 'таджикистан']","['в', 'таджикистан', 'заблокировать', 'youtube', 'в', 'день', 'президентский', 'выборы']",-1
4046,4381,3550,7622,"['ржд', 'полностью', 'отказаться', 'от', 'плацкартный', 'вагон']","['ржд', 'отказаться', 'от', 'плацкартный', 'вагон']",0
4047,4382,3551,7620,"['цб', 'рф', 'отказаться', 'принимать', 'облигация', '``', 'мечело', ""''"", 'в', 'обеспечение', 'по', 'кредит']","['цб', 'отказаться', 'принимать', 'облигация', 'мечело']",0
4048,4384,3554,7624,"['скр', 'процедура', 'экстрадиция', 'священник', 'г.грозовский', 'запустить']","['следователь', 'запустить', 'процедура', 'экстрадиция', 'священник', 'грозовский']",1
4049,4385,3555,7621,"['назвать', 'номинант', 'на', 'юбилейный', 'премия', '``', 'золотой', 'маска', ""''""]","['объявить', 'номинант', 'на', 'премия', 'золотой', 'маска']",1
4050,4386,3444,7510,"['минэкономразвития', 'ухудшить', 'прогноз', 'развитие', 'россия', 'до', '2030г']","['минэкономразвития', 'резко', 'ухудшить', 'долгосрочный', 'прогноз', 'рост', 'ввп']",0
4051,4387,3556,7616,"['илья', 'лагутенко', 'намекнуть', 'на', 'распад', '``', 'мумия', 'тролль', ""''""]","['лагутенко', 'намекнуть', 'на', 'распад', 'мумия', 'тролль']",1
4052,4389,3558,7612,"['заподозрить', 'в', 'взяточничество', 'мэр', 'астрахань', 'доставить', 'в', 'московский', 'сизый']","['задержать', 'мэр', 'астрахань', 'доставить', 'в', 'москва']",0
4053,4390,3559,7611,"['в', 'нью-йорк', 'продать', 'самый', 'дорогой', 'произведение', 'энди', 'уорхол']","['самый', 'дорогой', 'произведение', 'уорхол', 'продать', 'в', 'нью-йорк']",1
4054,4391,3560,7618,"['принц', 'чарльз', 'быть', 'получать', 'повышенный', 'пенсия']","['принц', 'чарльз', 'отдать', 'свой', 'пенсия', 'на', 'благотворительность']",0
4055,4392,3561,7619,"['задержать', 'второй', 'подозревать', 'в', 'убийство', 'замглавы', 'тверской', 'полиция']","['по', 'подозрение', 'в', 'убийство', 'замглавы', 'тверской', 'полиция', 'задержать', 'охранник', 'клуб']",0
4056,4393,3445,7515,"['россия', 'направить', 'камбоджа', 'запрос', 'о', 'экстрадиция', 'с.полонский']","['россия', 'направить', 'камбоджа', 'запрос', 'о', 'выдача', 'полонский']",1
4057,4394,3562,7614,"['у', 'московский', 'могильщик', 'угнать', 'infiniti', 'за', '2', 'млн', 'руб']","['у', 'московский', 'могильщик', 'угнать', 'инфинить']",0
4058,4395,3563,7608,"['в', 'штат', 'пенсильвания', 'произойти', 'стрельба', 'в', 'школа']","['в', 'пенсильвания', 'произойти', 'стрельба', 'в', 'школа']",1
4059,4396,3552,7613,"['ради', 'защита', 'авторский', 'право', 'создать', 'очередной', 'федеральный', 'служба']","['правительство', 'россия', 'создать', 'ведомство', 'по', 'авторский', 'право']",0
4060,4397,3446,7513,"['единственный', 'копия', 'завещание', 'наполеон', 'уйти', 'с', 'молоток', 'за', '357', 'тыс', 'евро']","['единственный', 'копия', 'завещание', 'наполеон', 'пустить', 'с', 'молоток']",0
4061,4398,3657,7714,"['на', 'сессия', 'зск', 'в', 'среда', 'планироваться', 'принять', 'закон', 'о', 'бюджет', 'краснодарский', 'край', 'на', '2014', 'г']","['астроном', 'наслать', 'два', 'старый', 'недозвезда']",-1
4062,4399,3452,7516,"['на', 'борт', 'самолёт', 'ереван', 'петербург', 'скончаться', 'пассажир']","['в', 'москва', 'на', 'акция', 'в', 'честь', '7', 'ноябрь', 'задержать', 'более', '30', 'человек']",-1
4063,4400,3449,7512,"['на', 'красный', 'площадь', 'отметить', 'годовщина', 'парад', '1941г']","['на', 'красный', 'площадь', 'пройти', 'парад']",0
4064,4401,3450,7509,"['в', 'таиланд', 'скончаться', 'юный', 'россиянин', 'пострадать', 'при', 'авария', 'паром']","['в', 'таиланд', 'скончаться', 'пострадать', 'при', 'авария', 'паром', 'мальчик', 'из', 'россия']",1
4065,4402,3451,7511,"['австрия', 'выдать', 'россия', 'беглый', 'банкир', 'а.гительсон']","['австрия', 'согласиться', 'выдать', 'россия', 'бывший', 'владелец', 'банк', 'вефк']",0
4066,4403,3736,7792,"['в', 'вильнюс', 'подписать', 'соглашение', 'о', 'ассоциация', 'украина', 'и', 'ес']","['грузия', 'парафировать', 'соглашение', 'о', 'ассоциация', 'с', 'ес']",-1
4067,4404,3737,7792,"['грузия', 'подписать', 'договор', 'о', 'ассоциация', 'с', 'ес']","['грузия', 'парафировать', 'соглашение', 'о', 'ассоциация', 'с', 'ес']",1
4068,4405,3738,7790,"['северный', 'осетия', 'отменить', 'прямой', 'выборы', 'глава', 'республика']","['в', 'северный', 'осетия', 'отменить', 'прямой', 'выборы', 'глава', 'республика']",1
4069,4406,3565,7619,"['в', 'петербург', 'задержать', 'второй', 'подозревать', 'в', 'убийство', 'замначальник', 'тверской', 'полиция']","['по', 'подозрение', 'в', 'убийство', 'замглавы', 'тверской', 'полиция', 'задержать', 'охранник', 'клуб']",-1
4070,4407,3658,7708,"['в', 'пермь', 'туристический', 'поток', 'увеличить', 'на', '10', '%', 'к', '2016', 'год']","['акунин', 'отказаться', 'идти', 'на', 'собрание', 'литератор', 'вместе', 'с', 'путин']",-1
4071,4408,3658,7710,"['в', 'пермь', 'туристический', 'поток', 'увеличить', 'на', '10', '%', 'к', '2016', 'год']","['американский', 'военный', 'разойтись', 'в', 'оценка', 'задача', 'для', 'палубный', 'беспилотник']",-1
4072,4409,3740,7791,"['сеть', 'универмаг', 'galeries', 'lafayette', 'подыскивать', 'себя', 'место', 'в', 'москва']","['galeries', 'lafayette', 'решить', 'открыть', 'магазин', 'в', 'москва']",0
4073,4411,3742,7795,"['православный', 'активист', 'пытаться', 'сорвать', 'спектакль', 'к.богомолов', 'в', 'мхт']","['православный', 'активист', 'попытаться', 'сорвать', 'спектакль', 'константин', 'богомолов']",0
4074,4412,3660,7723,"['у', 'резиденция', 'премьера', 'турция', 'задержать', 'террорист-бомбист']","['у', 'резиденция', 'эрдоган', 'задержать', 'предполагать', 'террорист']",0
4075,4413,3661,7720,"['министр', 'здравоохранение', 'оказать', 'первый', 'помощь', 'сотрудник', 'фсо']","['министр', 'скворцов', 'по', 'просьба', 'медведев', 'оказать', 'первый', 'помощь', 'охранник']",0
4076,4414,3662,7719,"['белоруссия', 'согласиться', 'экстрадировать', 'в.баумгертнер']","['белорусский', 'прокуратура', 'объявить', 'о', 'выдача', 'баумгертнер', 'россия']",1
4077,4415,3743,7787,"['деметь', 'мур', 'и', 'эштон', 'кутчер', 'официально', 'развестись']","['деметь', 'мур', 'и', 'эштон', 'катчер', 'оформить', 'развод']",1
4078,4416,3744,7794,"['в', 'сирия', 'из', 'миномёт', 'обстрелять', 'российский', 'посольство', 'ранить', 'охранник']","['посольство', 'рф', 'в', 'дамаск', 'обстрелять', 'из', 'миномёт']",0
4079,4417,3663,7727,"['инвестиция', 'в', 'проект', '``', 'владивосток', 'спг', ""''"", 'составить', '13,5', 'млрд', 'долл']","['газпром', 'вложить', 'в', 'дальневосточный', 'спг-завод', '13,5', 'миллиард', 'доллар']",0
4080,4418,3664,7715,"['корпорация', 'aol', 'закрыть', 'проект', 'winamp']","['владелец', 'winamp', 'решить', 'закрыть', 'проект']",0
4081,4419,3665,7716,"['в', 'россия', 'утвердить', 'критерий', 'запретить', 'в', 'сеть', 'информация']","['власть', 'утвердить', 'критерий', 'запретить', 'информация', 'в', 'интернет']",0
4082,4420,3745,7789,"['``', 'адмиралтейский', 'верфь', ""''"", 'спустить', 'на', 'вода', 'подлодка', 'для', 'черноморский', 'флот']","['спустить', 'на', 'вода', 'первый', 'варшавянка', 'для', 'черноморский', 'флот']",0
4083,4421,3666,7726,"['ещё', 'один', 'сотрудник', '``', 'город', 'без', 'наркотик', ""''"", 'задержать', 'полиция']","['сотрудник', 'город', 'без', 'наркотик', 'задержать', 'по', 'дело', 'о', 'незаконный', 'лишение', 'свобода']",0
4084,4422,3667,7722,"['экс-руководитель', 'минсельхоз', 'обвинять', 'в', 'хищение', '52', 'млн', 'руб']","['у', 'минсельхоз', 'рф', 'похитить', '52', 'миллион', 'рубль']",-1
4085,4423,3668,7718,"['к', 'руководитель', 'мастер-банка', 'прислать', 'с', 'обыск']","['в', 'квартира', 'руководитель', 'мастер-банка', 'прислать', 'с', 'обыск']",-1
4086,4424,3453,7526,"['дело', 'arctic', 'sunrise', 'у', 'россия', 'найтись', 'встречный', 'претензия', 'к', 'нидерланды']","['мид', 'рф', 'выдвинуть', 'нидерланды', 'встречный', 'претензия', 'по', 'дело', 'арктик', 'санрайза']",0
4087,4425,3454,7518,"['в', 'совбез', 'оон', 'саудовский', 'аравия', 'заменить', 'иордания']","['в', 'совбез', 'оон', 'наслать', 'замена', 'саудовский', 'аравия']",0
4088,4426,3569,7641,"['албания', 'отказаться', 'уничтожать', 'сирийский', 'химоружие']","['албания', 'отказаться', 'утилизировать', 'сирийский', 'оружие']",0
4089,4427,3570,7634,"['суд', 'арестовать', 'мэр', 'астрахань', 'м.столяров']","['суд', 'арестовать', 'мэр', 'астрахань']",0
4090,4428,3746,7793,"['за', '9', 'месяц', '2013', 'г.', 'в', 'краснодар', 'выявить', '447', 'нелегальный', 'такси']","['почта', 'яндекс', 'защитить', 'от', 'прочтение', 'находиться', 'в', 'путь', 'письмо']",-1
4091,4430,3456,7531,"['в', 'московский', 'метро', 'начать', 'продавать', 'билет', 'за', '30', 'приседание']","['московский', 'метро', 'начало', 'выдавать', 'билет', 'за', 'приседание']",0
4092,4431,3457,7529,"['опубликовать', 'видео', 'захват', 'судный', 'arctic', 'sunrise', 'сотрудник', 'фсб']","['опубликовать', 'видео', 'захват', 'арктик', 'санрайза']",1
4093,4432,3458,7528,"['за', 'призыв', 'к', 'сепаратизм', 'предложить', 'сажать', 'на', 'срок', 'до', '20', 'год']","['депутат', 'предложить', 'сажать', 'на', '20', 'год', 'за', 'призыв', 'к', 'сепаратизм']",0
4094,4433,3572,7629,"['в', 'госдума', 'предлагать', 'запретить', 'дистанционный', 'продажа', 'кредитный', 'карта']","['депутат', 'предложить', 'запретить', 'дистанционный', 'продажа', 'кредитка']",1
4095,4434,3459,7525,"['сбежать', 'из', 'роддом', 'мигрантка', 'наслать', 'в', 'подвал', 'с', 'три', 'ребёнок']","['сбежать', 'из', 'роддом', 'мигрантка', 'наслать', 'в', 'подвал']",0
4096,4435,3572,7637,"['в', 'госдума', 'предлагать', 'запретить', 'дистанционный', 'продажа', 'кредитный', 'карта']","['в', 'госдума', 'опровергнуть', 'запрет', 'на', 'дистанционный', 'продажа', 'кредитка']",-1
4097,4436,3460,7520,"['стать', 'известно', 'когда', 'выйти', 'новый', 'эпизод', '``', 'звёздный', 'война', ""''""]","['назвать', 'дата', 'премьера', 'новый', 'звёздный', 'война']",1
4098,4437,3461,7519,"['следствие', 'отказаться', 'от', 'сделка', 'с', 'сергей', 'полонский']","['полонский', 'отказать', 'в', 'сделка', 'с', 'следствие']",1
4099,4439,3463,7523,"['сенат', 'сша', 'запретить', 'работодатель', 'дискриминировать', 'гей']","['сенат', 'сша', 'запретить', 'дискриминация', 'гомосексуал', 'на', 'рабочий', 'место']",0
4100,4440,3573,7639,"['задержать', 'член', 'банда', 'похитить', 'у', 'моэск', 'свыше', '1', 'млрд', 'руб']","['у', 'компания', 'моэск', 'похитить', 'миллиард', 'рубль']",-1
4101,4441,3574,7635,"['в', 'госдума', 'внести', 'проект', 'закон', 'о', 'конфискация', 'машина', 'у', 'нетрезвый', 'водитель']","['госдума', 'предложить', 'конфисковывать', 'машина', 'пьяный', 'водитель']",0
4102,4442,3464,7527,"['в', 'азербайджан', 'танк', 'снести', 'автобусный', 'остановка', 'и', 'переехать', 'два', 'машина']","['в', 'азербайджан', 'танк', 'въехать', 'в', 'автобусный', 'остановка']",0
4103,4443,3575,7636,"['россиянин', 'обязать', 'получать', 'регистрация', 'в', 'сочи', 'ради', 'посещение', 'олимпиада']","['россиянин', 'обязать', 'регистрироваться', 'для', 'посещение', 'олимпиада']",1
4104,4444,3466,7524,"['взрыв', 'в', 'магазин', 'в', 'махачкала', 'один', 'погибший']","['в', 'махачкала', 'произойти', 'взрыв', 'в', 'продуктовый', 'магазин']",0
4105,4445,3576,7630,"['член', 'клан', 'дед', 'хасан', 'задержать', 'с', 'героин', 'и', 'автомат', 'калашников']","['в', 'подмосковье', 'задержать', 'друг', 'семья', 'дед', 'хасан', 'с', 'автомат']",0
4106,4446,3747,7786,"['барак', 'обама', 'помиловать', 'два', 'индюк', 'к', 'день', 'благодарение']","['барак', 'обама', 'торжественно', 'помиловать', 'праздничный', 'индейка']",0
4107,4447,3748,7797,"['китай', 'направить', 'истребитель', 'в', 'новый', 'зона', 'пво', 'у', 'спорный', 'остров']","['китай', 'отправить', 'истребитель', 'патрулировать', 'новый', 'зона', 'пво']",0
4108,4448,3578,7626,"['в', 'флорида', 'пассажир', 'выпасть', 'из', 'самолёт', 'в', 'океан']","['у', 'побережье', 'флорида', 'пассажир', 'выпасть', 'из', 'самолёт', 'в', 'океан']",1
4109,4449,3749,7803,"['украина', 'всё-таки', 'не', 'подписать', 'соглашение', 'о', 'ассоциация', 'с', 'ес']","['подписание', 'договор', 'ес', 'с', 'украина', 'перенести', 'на', '2014', 'год']",0
4110,4450,3669,7721,"['russia', 'today', 'запускать', 'в', 'сочи', 'англоязычный', 'радио']","['телеканал', 'russia', 'today', 'запустить', 'англоязычный', 'радио', 'в', 'сочи']",1
4111,4451,3751,7802,"['цб', 'рф', 'ликвидировать', 'служба', 'по', 'финансовый', 'рынок']","['банкир', 'пожаловаться', 'в', 'цб', 'на', 'новый', 'финансовый', 'пирамида']",-1
4112,4452,3751,7808,"['цб', 'рф', 'ликвидировать', 'служба', 'по', 'финансовый', 'рынок']","['центробанк', 'объявить', 'о', 'ликвидация', 'служба', 'по', 'финансовый', 'рынок']",0
4113,4453,3752,7807,"['saab', 'возобновлять', 'производство', 'автомобиль']","['saab', 'объявить', 'о', 'возобновление', 'серийный', 'производство', 'автомобиль']",1
4114,4454,3580,7638,"['в', 'петербург', 'мочь', 'запретить', 'конкурс', 'красота']","['милон', 'решить', 'запретить', 'в', 'петербург', 'детский', 'конкурс', 'красота']",0
4115,4455,3754,7806,"['подмосковный', 'город', 'королева', 'и', 'юбилейный', 'объединить']","['город', 'королева', 'и', 'юбилейный', 'объединить']",1
4116,4457,3583,7638,"['в', 'петербург', 'мочь', 'запретить', 'детский', 'конкурс', 'красота']","['милон', 'решить', 'запретить', 'в', 'петербург', 'детский', 'конкурс', 'красота']",0
4117,4458,3585,7640,"['философский', 'и', 'исторический', 'факультет', 'спбгу', 'объединяться']","['спбгу', 'объединить', 'исторический', 'и', 'философский', 'факультет']",0
4118,4459,3755,7799,"['комета', 'ison', 'испариться', 'после', 'сближение', 'с', 'солнце']","['комета', 'ison', 'не', 'пережить', 'пролёт', 'мимо', 'солнце']",0
4119,4460,3756,7800,"['протестовать', 'в', 'таиланд', 'прорваться', 'в', 'штаб-квартира', 'армия']","['протестовать', 'в', 'таиланд', 'ворваться', 'в', 'штаб-квартира', 'армия']",1
4120,4461,3757,7801,"['в', 'петербург', 'сын', 'экс-глава', 'мвд', 'мали', 'заподозрить', 'в', 'педофилия']","['на', 'сын', 'бывший', 'глава', 'мвд', 'мали', 'завести', 'дело', 'о', 'педофилия', 'в', 'петербург']",0
4121,4462,3467,7530,"['присяжный', 'признать', 'цапка', 'алексеев', 'и', 'чёрный', 'виновный', 'в', 'смерть', 'семья', 'аметовый']","['присяжный', 'признать', 'цапка', 'виновный', 'в', 'создание', 'банда']",-1
4122,4463,3758,7796,"['взрыв', 'на', 'оружейный', 'склад', 'в', 'ливия', 'унести', 'жизнь', 'более', '40', 'человек']","['при', 'взрыв', 'на', 'военный', 'склад', 'в', 'ливия', 'погибнуть', 'не', 'менее', '40', 'человек']",1
4123,4464,3672,7737,"['международный', 'трибунал', 'потребовать', 'освободить', 'arctic', 'sunrise', 'и', 'экипаж']","['международный', 'морской', 'трибунал', 'потребовать', 'освободить', 'арктик', 'санрайза']",0
4124,4465,3673,7739,"['госдума', 'разрешить', 'начать', 'суд', 'над', 'депутатом-', ""''"", 'мандатоторговец', ""''""]","['госдума', 'разрешить', 'судить', 'депутат', 'ширшов']",-1
4125,4466,3674,7738,"['рост', 'российский', 'экономика', 'составить', '1,8', '%', 'в', 'годовой', 'выражение']","['в', 'октябрь', 'рост', 'российский', 'экономика', 'возобновиться']",0
4126,4467,3675,7729,"['суд', 'в', 'сша', 'обязать', 'samsung', 'выплатить', 'apple', '290', 'млн', 'долл']","['присяжный', 'оштрафовать', 'samsung', 'на', '290', 'миллион', 'доллар']",0
4127,4468,3468,7539,"['в', 'кнр', 'сторонник', 'получить', 'пожизненный', 'срок', 'бо', 'силай', 'создать', 'партия']","['сторонник', 'осудить', 'бо', 'силай', 'создать', 'партия']",0
4128,4469,3469,7534,"['христианский', 'священник', 'стать', 'один', 'из', 'лидер', '``', 'брат-мусульманин', ""''""]","['один', 'из', 'лидер', 'партия', 'брат-мусульманин', 'стать', 'христианин']",0
4129,4470,3470,7542,"['россиянка', 'не', 'попасть', 'в', 'финал', 'конкурс', '``', 'мисс', 'вселенная', ""''""]","['представительница', 'россия', 'не', 'пройти', 'в', 'финал', 'конкурс', 'мисс', 'вселенная']",1
4130,4471,3676,7736,"['в', 'латвия', 'объявить', 'трёхдневный', 'траур', 'по', 'жертва', 'трагедия', 'в', 'maxima']","['в', 'латвия', 'объявить', 'трёхдневный', 'траур', 'по', 'погибший', 'в', 'торговый', 'центр']",0
4131,4472,3471,7541,"['российский', 'космонавт', 'вынести', 'олимпийский', 'факел', 'в', 'открытый', 'космос']","['олимпийский', 'факел', 'вынести', 'в', 'открытый', 'космос']",0
4132,4473,3472,7540,"['в', 'ингушетия', 'штраф', 'за', 'похищение', 'невеста', 'увеличить', 'до', '200', 'тыс', 'руб']","['в', 'ингушетия', 'ввести', 'штраф', 'для', 'похититель', 'невеста']",0
4133,4474,3473,7536,"['два', 'американский', 'адмирал', 'отстранить', 'из-за', 'подозрение', 'в', 'коррупция']","['два', 'адмирал', 'вмс', 'сша', 'отстранить', 'по', 'подозрение', 'в', 'коррупция']",1
4134,4475,3474,7537,"['в', 'москва', 'открыто', 'метро', 'до', 'жулебино']","['в', 'москва', 'открыться', 'два', 'новый', 'станция', 'метро']",0
4135,4476,3475,7535,"['жертва', 'супертайфун', 'на', 'филиппины', 'стать', 'около', '1200', 'человек']","['жертва', 'тайфун', 'на', 'филиппины', 'стать', 'не', 'менее', 'сто', 'человек']",0
4136,4477,3476,7538,"['в', 'таиланд', 'в', 'результат', 'дтп', 'погибнуть', 'россиянка']","['в', 'таиланд', 'в', 'крупный', 'дтп', 'погибнуть', 'россиянка']",1
4137,4478,3477,7533,"['при', 'взрыв', 'у', 'vip-отель', 'в', 'могадишо', 'погибнуть', '11', 'человек']","['в', 'результат', 'теракт', 'в', 'отель', 'погибнуть', 'бывший', 'посол', 'сомали', 'в', 'великобритания']",-1
4138,4479,3677,7728,"['число', 'погибнуть', 'при', 'обрушение', 'тц', 'в', 'рига', 'возрасти', 'до', '33', 'человек']","['количество', 'погибнуть', 'при', 'обрушение', 'торговый', 'центр', 'в', 'рига', 'увеличиться']",0
4139,4480,3677,7731,"['число', 'погибнуть', 'при', 'обрушение', 'тц', 'в', 'рига', 'возрасти', 'до', '33', 'человек']","['число', 'погибнуть', 'в', 'рига', 'вырасти', 'до', '18', 'человек']",-1
