,pair_id,id_1,id_2,text_1,text_2,is_paraphrase,jaccard,levenshtein,synonyms,hyponyms,hypernyms,symbols,numbers,short_forms,voice_change,adjectivization,adverbialization,relativization,predicate_change,prep_var,abbreviations,inversion
2866,3128,2539,6617,"['``', 'оболонь', ""''"", 'перестала', 'поставлять', 'в', 'россию', 'пиво']","['оболонь', 'приостановила', 'отгрузки', 'в', 'россию']",0,0.3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,3129,2540,6616,"['пошлина', 'на', 'экспорт', 'нефти', 'может', 'вырасти', 'почти', 'на', '21', 'долл']","['экспортная', 'пошлина', 'на', 'нефть', 'превысит', '400', 'долларов']",0,0.23076923076923078,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2868,3130,2453,6535,"['лев', 'дуров', 'госпитализирован', 'с', 'переломом']","['лев', 'дуров', 'госпитализирован']",0,0.6,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2869,3131,2454,6536,"['бывшие', 'коллеги', 'избитого', 'на', 'рынке', 'полицейского', 'арестованы']","['полицейских', 'с', 'матвеевского', 'рынка', 'арестовали']",0,0.3333333333333333,59,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2870,3133,2466,6533,"['кардиоцентр', 'в', 'перми', 'где', 'врач', 'избил', 'пациента', 'оштрафовали']","['пермский', 'кардиоцентр', 'оштрафовали', 'за', 'избитого', 'пациента']",0,0.2727272727272727,83,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2871,3134,2621,6689,"['частная', 'китайская', 'авиакомпания', 'договорилась', 'о', 'покупке', '``', 'лайнеров', 'мечты', ""''""]","['первая', 'частная', 'авиакомпания', 'в', 'китае', 'купила', 'шесть', 'лайнеров', 'мечты']",0,0.26666666666666666,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,3135,2542,6619,"['мастер', 'театра', 'абсурда', 'драматург', 'славомир', 'мрожек', 'скончался', 'в', 'ницце']","['умер', 'классик', 'театра', 'абсурда', 'славомир', 'мрожек']",0,0.36363636363636365,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2873,3136,2456,6536,"['экс-полицейский', 'крышевавший', 'торговца', 'матвеевского', 'рынка', 'арестован']","['полицейских', 'с', 'матвеевского', 'рынка', 'арестовали']",0,0.375,76,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2874,3137,2543,6620,"['бывший', 'директор', 'фонда', 'в.гергиева', 'получил', '8', 'лет']","['бывший', 'директор', 'фонда', 'гергиева', 'получил', '8', 'лет', 'за', 'присвоение', '245', 'миллионов']",0,0.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875,3138,2544,6614,"['мид', 'рф', 'рекомендовал', 'россиянам', 'не', 'ездить', 'в', 'египет']","['мид', 'посоветовал', 'россиянам', 'не', 'ездить', 'в', 'египет']",1,0.6666666666666666,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2876,3139,2545,6611,"['в', 'сша', 'суд', 'повторно', 'отклонил', 'апелляцию', 'летчика', 'к.ярошенко']","['суд', 'отклонил', 'апелляцию', 'летчика', 'ярошенко']",0,0.4444444444444444,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,3140,2698,6770,"['рубин', 'вышел', 'в', 'групповой', 'этап', 'лиги', 'европы', 'где', 'встретится', 'с', 'обладателем', 'кубка', 'англии']","['анжи', 'сыграет', 'с', 'тоттенхэмом', 'в', 'лиге', 'европы']",-1,0.25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2878,3141,2546,6622,"['в', 'бейруте', 'у', 'штаб-квартиры', '``', 'хезболлы', ""''"", 'прогремел', 'мощный', 'взрыв']","['в', 'подконтрольном', 'хизбалле', 'районе', 'бейрута', 'произошел', 'мощный', 'взрыв']",0,0.2857142857142857,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879,3142,2547,6615,"['число', 'жертв', 'столкновений', 'в', 'египте', 'достигло', '525', 'человек']","['число', 'жертв', 'беспорядков', 'в', 'египте', 'выросло', 'до', '464', 'человек']",0,0.4166666666666667,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,3143,2457,6534,"['российские', 'таможенники', 'нашли', 'в', 'бананах', '120', 'кг', 'кокаина']","['таможенники', 'нашли', '120', 'килограммов', 'кокаина', 'в', 'контейнере', 'с', 'бананами']",0,0.5454545454545454,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2881,3144,2622,6685,"['защита', 'pussy', 'riot', 'просит', 'заменить', 'колонию', 'исправительными', 'работами']","['участницы', 'pussy', 'riot', 'попросят', 'заменить', 'колонию', 'на', 'исправительные', 'работы']",0,0.5454545454545454,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,3145,2458,6527,"['в', 'лагере', 'для', 'нелегалов', 'в', 'москве', 'нашли', 'висельников']","['в', 'московском', 'лагере', 'для', 'нелегалов', 'нашли', 'приговоренных', 'к', 'смерти', 'сирийцев']",0,0.4166666666666667,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,3146,2548,6612,"['на', 'рынках', 'подмосковья', 'задержали', 'около', '2', 'тыс', 'мигрантов']","['в', 'подмосковье', 'задержали', 'почти', 'две', 'тысячи', 'мигрантов']",0,0.25,70,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2884,3147,2698,6752,"['рубин', 'вышел', 'в', 'групповой', 'этап', 'лиги', 'европы', 'где', 'встретится', 'с', 'обладателем', 'кубка', 'англии']","['прокуратура', 'извинилась', 'перед', 'замначальника', 'бутырки', 'по', 'делу', 'магнитского']",-1,0.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2885,3148,2459,6524,"['сын', 'выдающегося', 'хоккейного', 'тренера', 'виктора', 'тихонова', 'выпал', 'из', 'окна']","['погиб', 'хоккейный', 'тренер', 'василий', 'тихонов']",-1,0.2727272727272727,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2886,3149,2460,6526,"['в', 'международном', 'аэропорту', 'найроби', 'произошел', 'пожар']","['международный', 'аэропорт', 'найроби', 'эвакуировали', 'из-за', 'пожара']",0,0.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2887,3150,2461,6522,"['в', 'венесуэле', 'киллер', 'на', 'мотоцикле', 'застрелил', 'оппозиционного', 'политика']","['в', 'венесуэле', 'застрелили', 'оппозиционного', 'политика']",0,0.625,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2888,3151,2462,6530,"['новую', 'вакцину', 'от', 'вич', 'испытают', 'на', 'макаках']","['в', 'индонезии', 'самолет', 'при', 'посадке', 'сбил', 'корову']",-1,0.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,3152,2463,6528,"['в', 'петербурге', 'умер', 'тренер', 'в.путина', 'по', 'дзюдо']","['умер', 'первый', 'тренер', 'путина', 'по', 'дзюдо']",0,0.4444444444444444,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,3153,2549,6620,"['бывший', 'директор', 'фонда', 'в.гергиева', 'получил', '8', 'лет', 'тюрьмы']","['бывший', 'директор', 'фонда', 'гергиева', 'получил', '8', 'лет', 'за', 'присвоение', '245', 'миллионов']",0,0.46153846153846156,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,3154,2464,6531,"['предполагаемому', 'убийце', 'священника', 'павла', 'адельгейма', 'предъявлено', 'обвинение']","['убийце', 'священника', 'адельгейма', 'предъявили', 'обвинение']",0,0.7142857142857143,78,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2892,3155,2465,6534,"['на', 'балтийской', 'таможне', 'в', 'контейнере', 'с', 'бананами', 'обнаружено', '120', 'кг', 'кокаина']","['таможенники', 'нашли', '120', 'килограммов', 'кокаина', 'в', 'контейнере', 'с', 'бананами']",0,0.42857142857142855,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2893,3156,2550,6613,"['в', 'финском', 'заливе', 'нашли', 'останки', 'погибшего', 'во', 'время', 'войны', 'водолаза']","['в', 'финском', 'заливе', 'нашли', 'останки', 'советского', 'водолаза']",0,0.6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2894,3157,2698,6774,"['рубин', 'вышел', 'в', 'групповой', 'этап', 'лиги', 'европы', 'где', 'встретится', 'с', 'обладателем', 'кубка', 'англии']","['на', 'немецкие', 'сми', 'подали', 'жалобу', 'за', 'упоминание', 'пиратского', 'сайта']",-1,0.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2895,3158,2698,6764,"['рубин', 'вышел', 'в', 'групповой', 'этап', 'лиги', 'европы', 'где', 'встретится', 'с', 'обладателем', 'кубка', 'англии']","['бэтмена', 'и', 'супермена', 'заманили', 'в', 'детройт', 'финансовыми', 'льготами']",-1,0.05,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2896,3159,2626,6698,"['непогода', 'сорвала', 'генеральную', 'репетицию', 'авиасалона', 'макс-2013']","['генеральную', 'репетицию', 'полетов', 'на', 'макс-2013', 'отменили', 'из-за', 'плохой', 'погоды']",1,0.25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2897,3160,2627,6699,"['скончался', 'оператор', '``', 'звездных', 'войн', ""''"", 'гилберт', 'тэйлор']","['скончался', 'оператор', 'четвертого', 'эпизода', 'звездных', 'войн']",0,0.4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898,3161,2628,6696,"['в', 'копенгагене', 'отпраздновали', 'столетие', 'статуи', 'русалочки']","['в', 'копенгагене', 'отпраздновали', 'столетие', 'русалочки']",1,0.8333333333333334,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,3162,2629,6694,"['подъем', 'воды', 'в', 'амуре', 'замедлился', 'впервые', 'с', 'начала', 'наводнения']","['подъем', 'уровня', 'амура', 'у', 'хабаровска', 'замедлился', 'впервые', 'с', 'начала', 'паводка']",0,0.46153846153846156,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2900,3163,2630,6697,"['в', 'грозном', 'совершил', 'аварийную', 'посадку', 'самолет', 'с', 'детьми']","['в', 'грозном', 'аварийно', 'приземлился', 'самолет', 'с', 'детьми']",1,0.6666666666666666,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901,3164,2631,6695,"['в', 'боливии', 'в', 'результате', 'тюремного', 'бунта', 'погибли', '29', 'человек']","['в', 'столкновениях', 'в', 'тюрьме', 'в', 'боливии', 'погибли', '29', 'человек']",0,0.5,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2902,3165,2551,6630,"['шоколадные', 'войны', 'в', 'киеве', 'у', 'посольства', 'рф', 'жгут', 'российские', 'сладости']","['у', 'посольства', 'рф', 'в', 'киеве', 'сожгли', 'российский', 'шоколад']",0,0.5,79,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2903,3166,2698,6758,"['рубин', 'вышел', 'в', 'групповой', 'этап', 'лиги', 'европы', 'где', 'встретится', 'с', 'обладателем', 'кубка', 'англии']","['в', 'туркмении', 'ввели', 'ограничения', 'на', 'снятие', 'денег', 'со', 'счетов']",-1,0.1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2904,3167,2632,6702,"['правительство', 'утвердило', 'программу', 'укрепления', 'единства', 'российской', 'нации']","['правительство', 'рф', 'потратит', '6,77', 'миллиарда', 'на', 'укрепление', 'единства', 'нации']",0,0.3333333333333333,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2905,3168,2633,6703,"['на', 'красной', 'площади', 'задержали', '10', 'участников', 'акции', 'памяти']","['на', 'красной', 'площади', 'задержаны', 'десять', 'человек']",-1,0.4,63,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2906,3169,2634,6700,"['мечта', 'мартина', 'лютера', 'кинга', 'сша', 'отмечают', '50-летие', 'знаменитой', 'речи']","['в', 'вашингтоне', 'отметили', '50-летие', 'знаменитой', 'речи', 'мартина', 'лютера', 'кинга']",0,0.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2907,3170,2635,6704,"['в', 'домодедово', 'самолет', 'выкатился', 'на', 'грунт', 'при', 'посадке']","['в', 'домодедово', 'пассажирский', 'самолет', 'выкатился', 'за', 'посадочную', 'полосу']",0,0.3333333333333333,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,3171,2636,6701,"['под', 'тулой', 'в', 'дтп', 'с', 'участием', 'пьяного', 'полицейского', 'погибли', 'три', 'человека']","['в', 'дтп', 'с', 'участием', 'нетрезвого', 'полицейского', 'погибли', 'три', 'человека']",0,0.6666666666666666,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,3172,2637,6700,"['сша', 'отмечают', '50-летие', 'знаменитой', 'речи', 'мартина', 'лютера', 'кинга']","['в', 'вашингтоне', 'отметили', '50-летие', 'знаменитой', 'речи', 'мартина', 'лютера', 'кинга']",1,0.5454545454545454,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,3173,2467,6543,"['еспч', 'приостановил', 'экстрадицию', 'хакера', 'д.чаловского', 'в', 'сша']","['еспч', 'спас', 'латвийского', 'хакера', 'от', 'экстрадиции', 'в', 'сша']",0,0.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2911,3174,2638,6714,"['грузия', 'направила', 'ноту', 'протеста', 'в', 'связи', 'с', 'визитом', 'в.путина', 'в', 'абхазию']","['грузия', 'ответила', 'на', 'визит', 'путина', 'дежурной', 'нотой', 'протеста']",0,0.2857142857142857,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2912,3175,2552,6625,"['сноуден', 'станет', 'китайским', 'брендом']","['сноуден', 'станет', 'брендом', 'в', 'китае']",1,0.5,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2913,3177,2468,6541,"['птицеводы', 'разбили', '100', 'тысяч', 'яиц', 'у', 'здания', 'налоговой', 'службы', 'в', 'бретани']","['бретонские', 'фермеры', 'разбили', '100', 'тысяч', 'яиц']",0,0.3076923076923077,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,3178,2698,6767,"['рубин', 'вышел', 'в', 'групповой', 'этап', 'лиги', 'европы', 'где', 'встретится', 'с', 'обладателем', 'кубка', 'англии']","['определился', 'последний', 'участник', 'лиги', 'европы']",-1,0.125,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2915,3179,2554,6628,"['российский', 'рынок', 'готовится', 'к', '``', 'отскоку', ""''""]","['австралийцы', 'нашли', 'сброшенные', 'американцами', 'на', 'барьерный', 'риф', 'бомбы']",-1,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,3180,2639,6717,"['россия', 'обещает', 'украине', 'сложности', 'в', 'тс', 'после', 'ассоциирования', 'с', 'ес']","['шувалов', 'назвал', 'переговоры', 'о', 'вступлении', 'украины', 'в', 'тс', 'бессмысленными']",-1,0.1875,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,3181,2555,6629,"['цру', 'официально', 'признало', 'существование', '``', 'зоны', '51', ""''""]","['власти', 'сша', 'официально', 'признали', 'существование', 'зоны', '51']",0,0.5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,3182,2556,6633,"['директор', 'базы', 'отдыха', 'в', 'тарусе', 'где', 'избили', 'туристов', 'арестован']","['директора', 'базы', 'отдыха', 'в', 'тарусе', 'арестовали']",0,0.6666666666666666,76,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2919,3183,2469,6542,"['для', 'владельцев', 'дорогих', 'авто', 'хотят', 'ввести', 'повышенные', 'штрафы']","['депутат', 'предложил', 'ввести', 'особые', 'штрафы', 'для', 'владельцев', 'дорогих', 'машин']",1,0.4166666666666667,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,3184,2698,6771,"['рубин', 'вышел', 'в', 'групповой', 'этап', 'лиги', 'европы', 'где', 'встретится', 'с', 'обладателем', 'кубка', 'англии']","['портрет', 'эразма', 'роттердамского', 'вернулся', 'домой']",-1,0.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,3185,2470,6546,"['предполагаемый', 'убийца', 'псковского', 'священника', 'арестован']","['убийцу', 'псковского', 'священника', 'адельгейма', 'арестовали']",0,0.6666666666666666,72,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2922,3186,2471,6544,"['ураза-байрам', 'в', 'москве', 'отпраздновали', '150', 'тыс', 'мусульман']","['ураза-байрам', 'в', 'москве', 'отпраздновали', '150', 'тысяч', 'мусульман']",1,0.75,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2923,3187,2651,6716,"['генеральный', 'директор', '``', 'уралкалия', ""''"", 'задержан', 'в', 'минске']","['в', 'дело', 'задержанного', 'в', 'минске', 'главы', 'уралкалия', 'вмешался', 'медведев']",-1,0.3333333333333333,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2924,3189,2558,6624,"['с', 'затонувшей', 'в', 'индии', 'субмарины', 'начали', 'поднимать', 'тела', 'моряков']","['с', 'затонувшей', 'индийской', 'подлодки', 'начали', 'поднимать', 'тела', 'погибших']",1,0.4166666666666667,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2925,3190,2472,6548,"['в', 'израиле', 'временно', 'закрыли', 'аэропорт', 'эйлата']","['израиль', 'закрыл', 'аэропорт', 'в', 'эйлате']",1,0.8333333333333334,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,3191,2473,6538,"['двое', 'сбежавших', 'из', 'автозака', 'в', 'москве', 'арестантов', 'пойманы']","['в', 'москве', 'из', 'автозака', 'сбежали', 'три', 'рецидивиста']",-1,0.5,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2927,3192,2473,6547,"['двое', 'сбежавших', 'из', 'автозака', 'в', 'москве', 'арестантов', 'пойманы']","['задержан', 'второй', 'сбежавший', 'из', 'автозака', 'в', 'москве', 'арестант']",0,0.6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,3193,2642,6715,"['в', 'петербурге', 'скончался', 'народный', 'артист', 'россии', 'дмитрий', 'барков']","['скончался', 'артист', 'театра', 'ленсовета', 'дмитрий', 'барков']",0,0.4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,3194,2474,6545,"['во', 'вьетнаме', 'нашли', 'двух', 'маугли', 'проживших', 'в', 'джунглях', '40', 'лет']","['в', 'джунглях', 'вьетнама', 'нашли', 'потерявшихся', '40', 'лет', 'назад', 'отца', 'и', 'сына']",0,0.42857142857142855,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,3195,2643,6713,"['моника', 'белуччи', 'и', 'венсан', 'кассель', 'решили', 'расстаться']","['моника', 'беллуччи', 'и', 'венсан', 'кассель', 'расстались']",0,0.625,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2931,3196,2475,6539,"['глава', '``', 'юных', 'орлят', 'флота', ""''"", 'отправится', 'в', 'тюрьму', 'на', '18', 'лет', 'за', 'педофилию']","['лидеру', 'юных', 'орлят', 'флота', 'дали', '18', 'лет', 'за', 'педофилию']",1,0.4375,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2932,3197,2644,6711,"['в', 'москве', 'скончалась', 'актриса', '``', 'современника', ""''"", 'лилия', 'толмачева']","['умерла', 'актриса', 'лилия', 'толмачева']",1,0.3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2933,3198,2646,6707,"['победителем', 'mtv', 'в', 'номинации', '``', 'видео', 'года', ""''"", 'стал', 'джастин', 'тимберлейк']","['джастин', 'тимберлейк', 'победил', 'в', 'двух', 'номинациях', 'mtv', 'video', 'music', 'awards']",0,0.3125,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2934,3199,2476,6537,"['в', 'вагоне', 'нью-йоркского', 'метро', 'обнаружили', 'мертвую', 'акулу']","['в', 'нью-йоркском', 'метро', 'обнаружили', 'мертвую', 'акулу']",0,0.8571428571428571,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935,3200,2647,6708,"['скр', 'полицейский', 'устроивший', 'дтп', 'с', 'гибелью', 'ребенка', 'был', 'пьян']","['в', 'подмосковье', 'в', 'дтп', 'с', 'участием', 'пьяного', 'полицейского', 'погиб', 'ребенок']",0,0.38461538461538464,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2936,3201,2648,6709,"['в', 'московском', 'ресторане', 'задержаны', 'более', '50', 'выходцев', 'из', 'кавказа', 'и', 'азии']","['в', 'московском', 'ресторане', 'задержали', 'полсотни', 'кавказцев', 'и', 'иностранцев']",0,0.35714285714285715,62,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2937,3202,2649,6710,"['витас', 'отделался', 'штрафом', 'за', 'нападение', 'на', 'полицейского']","['витаса', 'приговорили', 'к', 'штрафу', 'за', 'нападение', 'на', 'полицейского']",1,0.6666666666666666,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2938,3203,2561,6634,"['власти', 'сша', 'одобрили', 'создание', 'крупнейшего', 'биржевого', 'оператора', 'в', 'мире']","['власти', 'сша', 'одобрили', 'продажу', 'крупнейшего', 'биржевого', 'оператора']",-1,0.6,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2939,3204,2562,6639,"['``', 'это', 'был', 'кетчуп', ""''"", 'бас-гитарист', 'bloodhound', 'gang', 'извинился', 'перед', 'украиной']","['басист', 'bloodhound', 'gang', 'извинился', 'перед', 'украинцами']",0,0.3076923076923077,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2940,3205,2563,6636,"['в', 'хабаровском', 'крае', 'из-за', 'паводка', 'эвакуировали', 'почти', '300', 'человек']","['в', 'хабаровском', 'крае', 'из-за', 'паводка', 'эвакуированы', 'около', '300', 'человек']",1,0.8,87,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2941,3206,2564,6638,"['скр', 'капитан', 'столкнувшегося', 'с', 'баржей', 'теплохода', 'был', 'пьян', 'он', 'задержан']","['капитан', 'столкнувшегося', 'с', 'баржей', 'теплохода', 'был', 'пьян']",0,0.7,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,3207,2565,6637,"['в', 'омской', 'области', 'столкнулись', 'теплоход', 'и', 'баржа', 'есть', 'жертвы']","['в', 'омской', 'области', 'скоростной', 'теплоход', 'столкнулся', 'с', 'баржей']",0,0.5454545454545454,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2943,3209,2568,6640,"['сторонников', '``', 'братьев-мусульман', ""''"", 'подозревают', 'в', 'убийствах', 'и', 'терроризме']","['братьев-мусульман', 'заподозрили', 'в', 'убийствах', 'и', 'терроризме']",0,0.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944,3211,2570,6643,"['капитан', 'затонувшего', 'на', 'иртыше', 'теплохода', 'отказался', 'давать', 'показания']","['капитан', 'утонувшего', 'на', 'иртыше', 'теплохода', 'отказался', 'давать', 'показания']",1,0.7777777777777778,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,3212,2571,6642,"['в', 'мексике', 'задержан', 'глава', 'крупнейшего', 'наркокартеля']","['в', 'мексике', 'задержали', 'лидера', 'наркокартеля', 'гольфо']",0,0.5,74,1,1,0,0,0,0,1,1,0,0,0,0,0,0
2946,3213,2572,6641,"['победителем', 'кинофестиваля', 'в', 'локарно', 'стал', 'фильм', 'о', 'казанове']","['победителем', 'фестиваля', 'в', 'локарно', 'стал', 'фильм', 'о', 'казанове']",1,0.7777777777777778,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2947,3214,2573,6645,"['заведено', 'дело', 'о', 'нападении', 'на', 'активистов', '``', 'справедливой', 'россии', ""''""]","['в', 'калмыкии', 'неизвестные', 'напали', 'с', 'ножами', 'на', 'активистов', 'справедливой', 'россии']",-1,0.25,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2948,3215,2573,6647,"['заведено', 'дело', 'о', 'нападении', 'на', 'активистов', '``', 'справедливой', 'россии', ""''""]","['в', 'калмыкии', 'возбудили', 'уголовное', 'дело', 'о', 'нападении', 'на', 'активистов', 'ср']",0,0.3333333333333333,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,3216,2574,6646,"['в', 'якутии', 'самолет', 'разбился', 'во', 'время', 'шоу']","['в', 'якутии', 'на', 'показательных', 'выступлениях', 'разбился', 'спортивный', 'самолет']",0,0.4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2950,3217,2698,6761,"['рубин', 'вышел', 'в', 'групповой', 'этап', 'лиги', 'европы', 'где', 'встретится', 'с', 'обладателем', 'кубка', 'англии']","['в', 'новороссийске', 'адвокат', 'со', 'стрельбой', 'защитил', 'клиентку']",-1,0.1111111111111111,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2951,3218,2698,6769,"['рубин', 'вышел', 'в', 'групповой', 'этап', 'лиги', 'европы', 'где', 'встретится', 'с', 'обладателем', 'кубка', 'англии']","['союз', 'журналистов', 'учредил', 'премию', 'имени', 'анны', 'политковской']",-1,0.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,3219,2698,6773,"['рубин', 'вышел', 'в', 'групповой', 'этап', 'лиги', 'европы', 'где', 'встретится', 'с', 'обладателем', 'кубка', 'англии']","['в', 'италии', 'архитектора', 'и', 'дирижера', 'назначили', 'пожизненными', 'сенаторами']",-1,0.05,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2953,3220,2699,6776,"['сми', 'россия', 'откладывает', 'исполнение', 'военных', 'контрактов', 'с', 'сирией']","['россия', 'притормозила', 'выполнение', 'военных', 'контрактов', 'с', 'сирией']",1,0.5,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,3222,2652,9155,"['сша', 'заявили', 'о', 'готовности', 'к', 'операции', 'в', 'сирии']","['следователя', 'поймали', 'на', 'словах', 'блогера']",-1,0.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,3223,2482,12189,"['заразных', 'больных', 'в', 'палаточном', 'лагере', 'мигрантов', 'роспотребнадзор', 'не', 'нашел']","['``', 'все', 'вроде', 'замечательно', 'но', 'теперь', 'стоит', 'вопрос', 'а', 'что', 'будет', 'после', 'игр', ""''""]",-1,0.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,3224,2588,9138,"['наводнение', 'на', 'дальнем', 'востоке', 'подняло', 'цены', 'на', 'сою']","['наводнение', 'на', 'дальнем', 'востоке']",-1,0.5714285714285714,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2957,3225,2671,9157,"['экзамен', 'на', 'права', 'никакой', 'самоподготовки', 'и', 'три', 'попытки', 'на', 'сдачу']","['для', 'будущих', 'водителей', 'вводят', 'кандидатский', 'минимум']",-1,0.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,3226,2412,12002,"['начальник', 'полиции', 'нурлатского', 'района', 'рт', 'отстранен', 'после', 'хулиганских', 'драк', 'в', 'городе']","['какой', 'футбол', 'им', 'не', 'нужен', 'против', 'чего', 'бразильцы', 'протестуют', 'и', 'за', 'что', 'болеют']",-1,0.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,3227,2674,12189,"['в', 'мексике', 'борцы', 'с', 'криминалом', 'напали', 'на', 'полицейских', 'и', 'обезоружили', 'их']","['``', 'все', 'вроде', 'замечательно', 'но', 'теперь', 'стоит', 'вопрос', 'а', 'что', 'будет', 'после', 'игр', ""''""]",-1,0.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,3228,2437,9113,"['общую', 'базу', 'отпечатков', 'пальцев', 'сделают', 'доступной', 'для', 'всех', 'уровней', 'полиции']","['отпечатки', 'пальцев', 'станут', 'доступны', 'всем', 'уровням', 'полиции']",0,0.5454545454545454,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
